date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-10-06 , 02:30:15,2019-10-06 02:30:1570329000,DV,https://www.facebook.com/1954072204870360/posts/2454614194816156/,Remembering Vinod Khanna On His Birth Anniversary,"Bollywood के वो actor जिनका political career भी Bollywood career की तरह रहा सफल, आज हुआ था Vinod Khanna का जन्म",X Do not use People,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality, Anniversary","Bollywood, Famous Personality",Day-specific,,"Day-specific, Profile", common voice (optv),Crowd,,no music,,,,Crowd,Happy ,,,"Bollywood, Vinod Khanna, Osho Ashram, BJP, Akshaye Khanna, Veteran Actor, Rajneeshpuram"
2019-11-10 , 15:05:15,2019-11-10 15:05:1573398300,SA,https://www.facebook.com/1954072204870360/posts/2489180284692880/,American Diplomats Jamming On Bollywood Songs,अमेरिकी डिप्लोमेट्स ने गाए हिंदी गाने,X Do not use Viral X,Foreign Affairs,,,Global News,Lifestyle,,,"Political, Music","Political, Music",Entertaining,,Entertaining, common voice (optv),commoner (np),,no music,,,,Commoner,Happy ,,,"Bollywood, United States, US Embassy India, Embassy, Diplomats, US Diplomats, India US Ties, Hindi Songs"
2019-09-30 , 11:05:15,2019-09-30 11:05:1569841500,AK,https://www.facebook.com/1954072204870360/posts/2451360101808232/,Sushma Swaraj's Daughter Fulfills Her Last Promise,Sushma Swaraj की बेटी ने कितनी fees दी Harish Salve को?,Politics,Politics*,,,Politics,People,,,Famous Personality,Famous Personality,Shocking/Surprising,,Shocking/Surprising,text only (to),Crowd,,relevant,,,,Crowd,Happy ,,,"Pakistan, Sushma Swaraj, Bansuri Swaraj, Harish Salve Fees, Kulbhushan Jadhav Case, Sushma Swaraj Daughter, ICJ, Advocate Harish Salve"
2019-10-18 , 02:30:15,2019-10-18 02:30:1571365811,DG,https://www.facebook.com/1954072204870360/posts/2466464326964476/,Story Of Maa Kali's Revealing Tongue,"मां काली ने विकराल रूप क्यों धारण किया और कैसे उनकी जीभ बाहर आई?

(via NEWJ Dharohar)",Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Beliefs",Religion,Explainers,,Explainers,voice over (vo),famous personality (fp),,no music,,,,Famous Personality,Happy ,Kali Maa,Devotional,"Deity, Folklore & Mythology, Hinduism, Maa Kali, Kali Mata Tongue, Indian Goddess, Lord Shiva, Durga Mata"
2019-10-03 , 02:30:15,2019-10-03 02:30:1570069802,AKG,https://www.facebook.com/1954072204870360/posts/2452379195039656/,SBI Relaxes Interest Rate On Home Loans,त्यौहारों से पहले सस्ते हुए Home Loans,Business & Money,Government,,,Government,Economy,,,"Economy/Economic, News","Economy/Economic, News",Informative,,Informative,text only (to),other,sbi building,relevant,,,,Object,Neutral ,,,"Labour economics, SBI Home loan, Home loans, State Bank of India, Reserve Bank of India, RBI, Indian Economy, Interest Rate"
2019-09-30 , 14:35:15,2019-09-30 14:35:1569854100,DG,https://www.facebook.com/1954072204870360/posts/2451531995124376/,Who Are The 13 Contestants Of Bigg Boss 13?,"Bigg Boss 13 के घर में कैद हुए ये 13 contestants, कौन हैं ये 13 celebrities, घर में इस बार क्या होगा खास?

Bigg Boss",X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,"Digital/TV, News","Digital/TV, News",Entertaining,,Entertaining,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,salman khan,film,"Reality TV, Bollywood, Bigg Boss Contestants, Bigg Boss Season 13, Bigg Boss House, Celebrities, Salman Khan, Famous Celebrities"
2019-10-01 , 06:35:15,2019-10-01 06:35:1569911700,DV,https://www.facebook.com/1954072204870360/posts/2452083525069223/,Rajnath Singh Tries His Hands At Machine Gun,"Defence Minister Rajnath Singh ने INS Vikramaditya से बरसाई गोलियां

Rajnath Singh",X Do not use Armed Forces,Undefined,,,Politics,Politics*,,,"Political, Famous Personality",Famous Personality,Informative,,General ,text only (to),Crowd,,relevant,,,,Famous Personality,Proud,rajnath singh,Politics,"Defence Minister Rajnath Singh, INS Vikramaditya, MMG, Machine Gun, Indian Navy, Indian Defence, Armed Forces, Rifle Shooting"
2019-10-01 , 04:30:15,2019-10-01 04:30:1569904201,RG,https://www.facebook.com/1954072204870360/posts/2451373841806858/,Stringent Traffic Rules Gone Too Far,Surat में क्यों किया गया helmet पहन कर garba?,X Do not use People,Undefined,,,Weird News,Viral,,,Awareness,Awareness,Funny,,Funny,text only (to),commoner (np),,relevant,,,,Commoner,Action,,,"Surat, Gujarat, Dandiya Raas, Garba Wearing Helmet, Navratri In Gujarat, Road Safety, Awareness, Garba"
2019-10-06 , 12:35:15,2019-10-06 12:35:1570365300,SA,https://www.facebook.com/1954072204870360/posts/2454659114811664/,Actor Ayushmann Khurrana To Take Break From Films,"क्यों लिया Ayushmann Khurrana ने films से break?

Ayushmann Khurrana",X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality","Bollywood, Famous Personality",Explainers,,Explainers,text only (to),famous personality (fp),,low,,,,Famous Personality,Happy ,ayushmann khurrana,film,"Bollywood, Ayushmann Khurrana takes a break, hiatus, much-needed break, Tahira Kashyap, film industry"
2019-10-12 , 12:35:15,2019-10-12 12:35:1570883700,RG,https://www.facebook.com/1954072204870360/posts/2459103341033908/,This 'Padwoman' Produces Biodegradable Sanitary Napkins At Home,"मिलिए India की Padwoman से, जो घर पर बनाती हैं sanitary pads",X Do not use People,Business & Money,,,Business,People,,,"Small Business, Conservation",Conservation,Informative,,Informative,text only (to),other,cotton,relevant,,,,Crowd,Happy ,,,"Goa, Padwoman, Jayashree Parwar, Jayshree Parwar, Sanitary na, Biodegradable Sanitary pads, Sanitary Napkins, Menstruation"
2019-10-06 , 11:05:15,2019-10-06 11:05:1570359900,AKG,https://www.facebook.com/1954072204870360/posts/2454630288147880/,Renowned Musicians Gather For 'Rehmatein 7',"Musicians ने musicians की community के लिए करवाया concert

Shaan Papon Ankit Tiwari",X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,"Bollywood, News, Music","Bollywood, News, Music",Informative,,"General, Entertaining ",text only (to),Crowd,,relevant,,,,Crowd,Happy ,,,"Bollywood, Rehmatein Concert, Shaan, Ankit Tiwari, Javed Akhtar, Papon, Charity Event, Lalit Pandit"
2019-09-29 , 02:30:15,2019-09-29 02:30:1569724201,DV,https://www.facebook.com/1954072204870360/posts/2448959495381626/,Steroid-Overdosed Bodybuilder Creates Ruckus,क्यों ये पहलवान हुआ बेकाबू?,Food,Crime,,,Sports & Games,Health,,,"Health, Violation, Person Specific","Health, Crime, Person Specific",Shocking/Surprising,,Shocking/Surprising,text only (to),Crowd,,low,,,,Object,Neutral ,,,"Moradabad, Bodybuilder gets out of control, Bodybuilding, Steroids, Overdose, Mental Hospital"
2019-09-27 , 06:35:15,2019-09-27 06:35:1569566100,SA,https://www.facebook.com/1954072204870360/posts/2448699738740935/,Sandeep Singh And Yogeshwar Dutt Join BJP,"Former Indian Hockey captain Sandeep Singh और Olympic Medal विजेता Yogeshwar Dutt BJP में हुए शामिल

Sandeep Singh Yogeshwar Dutt",Politics,Politics*,,,Politics,Daily NEWJ*,,,"Hockey, Wrestling, News","Hockey, Other Sports, News",Informative,,General ,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Sandeep singh,Sport,"Hockey (sport family), Sandeep Singh, Yogeshwar Dutt, Wrestling, BJP, Subhash Barala, Babita Phogat, Politics"
2019-09-26 , 15:05:15,2019-09-26 15:05:1569510300,DV,https://www.facebook.com/1954072204870360/posts/2447882285489347/,Imran Khan Admits Pak Army And ISI Trained Al-Qaeda,"Pakistan करता है आतंकवादी संगठनों को तैयार, Imran Khan ने कबूली ये बात",Foreign Affairs,Foreign Affairs,,,Global News,Politics*,,,"Political, Crime, Famous Personality","Political, Crime, Famous Personality",Shocking/Surprising,,"Shocking/Surprising, Controversial",text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Imran Khan,Politics,"Terrorism, Pakistan, Imran Khan, Al-Qaeda, 9/11 Attacks, ISI, Pakistan Army, United Nations"
2019-09-26 , 11:05:15,2019-09-26 11:05:1569495900,AK,https://www.facebook.com/1954072204870360/posts/2447915925485983/,Mukesh Ambani Tops The List Of Richest Indians,"Mukesh Ambani लगातार 8वें साल बनें सबसे अमीर भारतीय, ₹3.80 lakh crore पहुंची कुल संपत्ति",Business & Money,Business & Money,,,Business,Economy,,,"Famous Personality, Economy/Economic, News","Famous Personality, Economy/Economic, News",Informative,,General ,text only (to),famous personality (fp),,loud,,,,Famous Personality,Neutral ,Mukesh Ambani,business,"Mukesh Ambani, Reliance Industries Limited, RIL, Richest Indians, Azim Premji, Hinduja Group"
2019-10-13 , 11:05:15,2019-10-13 11:05:1570964701,RG,https://www.facebook.com/1954072204870360/posts/2459861594291416/,School Peon Who's Teaching Sanskrit Since 23 Years,Indore का ये peon पढ़ा रहा है बच्चों को Sanskrit,Education,Education,,,Lifestyle,Lifestyle,,,"Social Work, Educational Institute","Social Work, Person Specific",Inspiring,,"Inspiring, Informative", common voice (optv),Crowd,,no music,,,,Crowd,Neutral ,,,"Indore, India, Sanskrit Teacher, Peon Sanskrit teacher in Indore, Madhya Pradesh, Impressive work, Sanskrit Language"
2019-09-26 , 06:32:15,2019-09-26 06:32:1569479525,DG,https://www.facebook.com/1954072204870360/posts/2447846968826212/,Former PM Dr Manmohan Singh Turns 87,"जिनकी शांति से ज्यादा बोला काम, Dr Manmohan Singh का है आज 87वां जन्मदिन",X Do not use People,Politics*,,,Politics,People,,,"Famous Personality, Anniversary","Famous Personality, ",Day-specific,,Day-specific, voice of famous personality (fpv),famous personality (fp),,no music,,,,Famous Personality,Sad,Manmohan Singh,Politics,"Indian National Congress, Dr Manmohan Singh, Prime Minister, INC, PV Narsimha Rao, License Raj, Economic Reforms"
2019-11-10 , 11:05:15,2019-11-10 11:05:1573383900,VA,https://www.facebook.com/1954072204870360/posts/2483509075260001/,Delhi's Sizzling 'Parathewali Gali',आखिर किसने डिजाइन किया था 'परांठे वाली गली' को?,Food,Travel,,,Places,Place,,,Food,Food,Informative,,Informative,text only (to),Crowd,,relevant,,,,Object,Neutral ,,,"Delhi, Street Food, Fast Food, New Delhi, Parathewali Gali, Junk Food, Delhi Street food, Chandni Chowk"
2019-09-27 , 15:05:15,2019-09-27 15:05:1569596700,GL,https://www.facebook.com/1954072204870360/posts/2448775188733390/,World Banker Who Quit Her Job To Educate Women,कैसे Sunita Gandhi World Bank की job छोड़ अब पढ़ा रही हैं महिलाओं को?,Education,Social Work,,,Lifestyle,People,,,"Social Work, Famous Personality, Empowerment","Social Work, Famous Personality, Empowerment",Inspiring,,"Shocking/Surprising, Inspiring",other,commoner (np),,relevant,,,,Commoner,Happy ,,,"Uttar Pradesh, Sunita Gandhi, World Bank, Women Empowerment, Literacy"
2019-09-25 , 14:35:15,2019-09-25 14:35:1569422100,DV,https://www.facebook.com/1954072204870360/posts/2447062945571281/,Why Did President Trump Call Narendra Modi The 'Father Of India'?,क्यों President Trump ने PM Modi को कहा 'Father of India'?,Foreign Affairs,Foreign Affairs,,,Global News,Politics*,,,"Political, Famous Personality","Political, Famous Personality",Informative,,General , voice of famous personality (fpv),famous personality (fp),,no music,,,,Famous Personality,Happy ,"Narendra Modi,Donald Trump",Politics,"PM Modi, Donald Trump, USA, India, Father of India"
2019-09-25 , 11:05:15,2019-09-25 11:05:1569409500,RG,https://www.facebook.com/1954072204870360/posts/2447051405572435/,Amitabh Bachchan Selected For Dadasaheb Phalke Award,अब किस खिताब के लिए चुने गए हैं Big B?,Animals ,Filmy*,,,Entertainment,Achievements,,,"Award/Achievement, Famous Personality, News","Award/Achievement, Famous Personality, News",Informative,,General ,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Proud,Amitabh Bachchan,film,"Bollywood, Dadasaheb Phalke Award, Amitabh Bachchan, Celebrity, Award, India"
2019-09-25 , 16:05:15,2019-09-25 16:05:1569427500,AK,https://www.facebook.com/1954072204870360/posts/2447143782229864/,Ridhima Pandey - A Firm Voice Against Climate Change,कौन है ये बच्ची जिसने खेलने सीखने की उम्र में climate change को लेकर उठाई आवाज ?,Animals ,Environment,,,Environment/Ecosystem,People,,,"Awareness, Famous Personality","Awareness, Person specific",Inspiring,,"Inspiring, Informative", common voice (optv),commoner (np),,no music,,,,Commoner,Action,,,"Climate Change & Global Warming, ridhima Pandey, Protest, Indian, Child"
2019-09-30 , 04:30:15,2019-09-30 04:30:1569817800,SA,https://www.facebook.com/1954072204870360/posts/2448987702045472/,Marking 26 Years Of Latur Tragedy,Maharashtra का वो भूकंप जिसने ली हजारों जानें,X Do not use History,Environment,,,Environment/Ecosystem,History,,,"Calamity, Anniversary",crisis,Day-specific,,"Emotional, Day-specific",text only (to),Crowd,,relevant,,,,Other,Neutral ,,,"Maharashtra, Earthquakes, Natural Disasters, Latur Earthquake, Latur and Osmanabad, Tragedy, Death Toll"
2019-09-25 , 06:35:15,2019-09-25 06:35:1569393300,SA,https://www.facebook.com/1954072204870360/posts/2446950335582542/,Salman Khan's Tiff With Photographer During Bigg Boss 13 Launch,Bigg Boss 13 launch के दौरान photographer से क्यों भिड़ गए Salman Khan?,X Do not use Viral X,Filmy*,,,Entertainment,Daily NEWJ*,,,"Digital/TV, News","Digital/TV, News",Controversial,,Controversial, voice of famous personality (fpv),famous personality (fp),,no music,,,,Famous Personality,Sad,Salman Khan,film,"Salman Khan, Bigg Boss 13, Launch Event, Photographer, Ban, India"
2019-09-26 , 04:30:15,2019-09-26 04:30:1569472200,RG,https://www.facebook.com/1954072204870360/posts/2447757862168456/,Pictures From Big Boss 13 Set Are Out,"क्या है Bigg Boss 13 में इस बार खास ?

Bigg Boss Salman Khan",X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,"Digital/TV, News","Digital/TV, News",Trending,,Trending,text only (to),other,big boss house,relevant,,,,Object,Neutral ,,,"Bollywood, Mumbai, Maharashtra, Bigg Boss, Salman Khan, Colors TV, Reality Show, Bigg Boss Season 13, Film City"
2019-09-23 , 14:57:15,2019-09-23 14:57:1569250649,DV,https://www.facebook.com/NEWJplus/videos/404843433553387/,PM Modi's Address In The UN Summit On Climate Change,Climate Change पर दुनिया को PM Modi का संदेश,Animals ,Foreign Affairs,,,Global News,Environment,,,"Crisis, Famous Personality, Political","Crisis, Famous Personality, Political",Informative,,Informative, voice of famous personality (fpv),famous personality (fp),,no music,,,,Famous Personality,Happy ,Narendra Modi,Politics,not editable
